,Region,GINI index,happy planet index,human development index,sustainable economic development assessment (SEDA),"GDP growth
113,Sub-Saharan Africa,59.7,21.6,0.647,39.1,4.5,24.6971211797855,10328.4475329955,1.05994347072928,9.57785415649414,0.0,195.0,,8.88112258911133,1.51895999908447,25.6,0.0,56.2586936950684,30,47,0.65,0.2,-0.19,0.24,0.32,54.2,45.4,58.5,40.0,40.7,1.69170542764537,0.979,41.3,0.03001719923343714
114,South Asia,32.8,30.5,0.574,41.7,3.4,106.025235593668,13960.4433239947,7.62237610768169,3.47213006019592,23.8,186.0,3.993020058,4.43445014953613,0.0,3.2,0.0,89.9000015258789,25,30,-0.66,-0.88,-0.72,-0.68,-0.75,36.2,24.6,54.1,30.0,20.3,0.470136453499051,1.0,29.6,0.013369918904648665
115,Europe & Central Asia,30.3,35.3,0.931,80.3,1.9,966.020584715913,57826.6284976675,2.36091509478513,5.458899974823,1.8,5.0,5.529310226,5.35764980316162,0.0,6.2,0.0,100.0,40,59,0.92,1.85,2.05,1.83,1.87,74.1,86.0,76.2,80.0,45.0,8.43707462722941,0.147,36.0,0.014224507029137325
116,East Asia & Pacific,36.2,31.3,0.917,78.6,3.4,210.04986502967802,42520.7544165013,3.35921954753083,6.34243011474609,5.74955118003866,9.0,6.355259895,6.04850006103516,0.380730003118515,5.2,0.0,100.0,40,58,1.59,1.77,2.09,1.92,2.24,88.4,95.7,84.2,80.0,41.0,6.83041418732592,0.808,34.2,0.013709806591118407
117,Americas,47.1,38.7,0.658,43.5,4.5,37.0453106710195,5866.57109970782,-3.3637057173864,4.08329010009766,3.6,98.0,,4.46999979019165,0.0,5.9,0.0,88.9073791503906,12,32,-0.05,-0.64,-0.67,-0.64,-0.87,19.0,24.2,58.9,50.0,25.8,0.80054959429675,0.516,45.7,0.0060358162170254005
118,Sub-Saharan Africa,34.0,16.8,0.354,,4.0,26.940427030893698,1229.08009097818,7.21080300824623,5.10368013381958,72.2,509.0,6.72770977,3.457279920578,41.304859161377,2.6,15.6,19.2519092559814,20,29,-1.3,-0.67,-0.68,-0.68,-0.65,32.6,30.4,49.5,40.0,30.1,0.0922322514104962,0.008,17.0,0.01841671602160073
119,Sub-Saharan Africa,48.8,22.2,0.532,26.5,2.7,1009.7488864119699,5278.23132070641,1.92275734157302,0.0,13.8,917.0,,0.0,0.0,5.0,9.0,55.4000015258789,25,25,-1.94,-0.96,-0.89,-0.87,-1.07,39.6,14.4,58.5,40.0,11.0,0.573636206051187,0.19,5.6,0.009702492042518754
120,Europe & Central Asia,26.8,36.8,0.953,85.3,1.6,341.775361449658,69808.3294106839,1.11882847945122,7.69504022598267,23.6,2.0,7.68073988,7.64411020278931,0.000469999999040738,4.8,0.2,100.0,40,60,1.15,1.98,1.81,2.02,2.24,86.0,93.6,74.3,60.0,48.6,6.7222699848575,0.985,39.6,0.01841355249097267
121,Middle East & North Africa,,21.1,0.821,62.1,4.1,157.41527454298497,33373.3810042941,1.28710391543288,0.0,35.3120657231634,19.0,,5.20723009109497,3.23914003372192,17.5,0.0,100.0,6,17,0.74,0.21,0.42,0.43,0.25,57.4,51.5,61.0,60.0,50.0,15.2824363897061,0.0,1.2,0.07344383765652532
122,Middle East & North Africa,30.7,31.5,0.562,27.9,4.2,1123.5824798215301,5420.69579177178,6.15170261099519,2.46592998504639,12.3,140.0,2.465929985,0.0,0.0,5.9,0.6,75.3796920776367,19,24,-2.4,-0.58,-0.59,-0.72,-0.78,34.0,27.3,54.4,40.0,19.8,0.879965499388893,0.33,20.6,0.03833274095240632
123,Americas,50.7,39.5,0.789,54.5,5.8,129.646107734934,31780.5990926928,3.68534452237613,0.0,10.0,52.0,,2.8829300403595,0.0,5.8,0.4,96.7046356201172,35,48,0.39,0.01,0.39,0.04,-0.54,29.4,38.8,67.0,70.0,23.1,3.1414549958525,0.665,18.3,
124,East Asia & Pacific,50.9,,0.544,,9.0,36.0569447746706,4289.67688330437,-0.279252284959952,0.0,3.7,145.0,,1.8748300075531,0.0,2.5,0.0,60.4000015258789,25,38,-0.58,-0.66,-0.65,-0.82,-0.9,55.1,33.1,55.7,30.0,24.5,0.863707513959878,0.238,0.0,0.0037526140880535922
125,Americas,51.7,23.3,0.702,46.2,3.0,89.2304221053981,13134.1633628682,3.20425034076639,4.78911018371582,14.2,129.0,,3.28320002555847,0.0,5.4,0.2,100.0,27,37,0.12,-0.81,-0.23,-0.65,-0.72,28.2,28.3,62.1,60.0,24.4,1.16542523160477,1.0,13.8,0.009739598424037424
126,Americas,45.3,34.6,0.75,49.3,3.3,408.868882462974,13086.7903530507,3.969351341365,3.69599008560181,20.9,88.0,3.691210032,3.71429991722107,1.41640996932983,4.9,1.8,99.3118133544922,31,42,-0.26,-0.13,0.42,-0.5,-0.5,33.5,36.6,68.7,60.0,21.9,1.74559192668502,0.54,27.7,0.011151564864811444
127,East Asia & Pacific,44.4,35.0,0.699,44.5,5.8,908.257834444197,8719.58797881042,6.34148557153473,2.78999996185303,15.7,121.0,,3.1331000328064,3.80140995979309,5.9,0.5,96.8423843383789,27,35,-1.24,-0.06,0.02,-0.41,-0.48,38.2,34.4,65.0,60.0,18.9,1.34502905731688,0.265,29.5,0.010378474635629905
128,Europe & Central Asia,30.8,27.5,0.865,67.7,3.6,1202.81721401677,31953.0350337072,5.35370335471698,4.93554019927979,52.4287970327087,2.0,4.912409782,4.61579990386963,2.15774011611938,6.2,0.1,100.0,36,49,0.52,0.63,0.88,0.47,0.73,56.6,50.9,68.5,70.0,41.7,7.77364183861292,0.146,28.0,0.021204143824285485
129,Europe & Central Asia,33.9,24.8,0.847,70.8,1.5,350.068760634558,34928.5435337746,2.84932593436179,5.12400007247925,16.2,8.0,5.123250008,4.67515993118286,0.416750013828278,11.2,0.2,100.0,39,58,1.08,1.33,0.91,1.13,0.87,70.1,56.8,63.4,60.0,48.4,4.33976842606964,0.498,34.8,0.020727573615885748
130,Middle East & North Africa,,,0.856,70.8,3.3,253.049780948974,93143.3455659589,1.23487219150027,3.60535001754761,5.6,9.0,3.605350018,0.0,1.33929002285004,0.2,0.0,100.0,7,17,0.55,0.74,0.42,0.72,0.73,59.8,71.6,72.6,60.0,36.4,32.4744687618012,0.0,0.0,0.04806811416100756
131,Europe & Central Asia,27.3,28.8,0.811,60.0,3.7,555.464884524088,29342.0411489328,4.47452377497343,3.12122011184692,4.4,19.0,3.128509998,3.34474992752075,12.5010595321655,6.4,0.8,100.0,35,49,0.06,-0.17,0.49,0.39,-0.03,59.7,40.0,69.4,50.0,33.2,3.81743447683141,0.413,20.7,0.019539229198089002
132,0,41.2,18.7,0.816,57.0,-3.7,3913.9759404413103,28821.26171875,2.80724541049418,4.01387977600098,30.3,17.0,,4.67819976806641,0.163770005106926,5.7,0.0,100.0,5,15,-0.67,-0.08,-0.48,-0.79,-0.89,46.9,38.1,58.2,30.0,35.3,11.7972029330523,0.169,15.8,0.04080066196494801
133,Sub-Saharan Africa,50.4,19.6,0.524,38.0,6.9,25.6957312822469,2138.64992682236,8.57943753725192,4.19878005981445,31.8,248.0,,3.07375001907349,4.32010984420776,2.5,0.0,100.0,8,15,0.04,0.26,0.15,0.13,0.63,79.6,61.2,69.1,40.0,27.2,0.105330369319572,0.5,61.3,0.015453244209183608
134,Middle East & North Africa,45.9,,0.853,62.6,3.4,1605.26069179246,48767.8365476376,2.51416579969228,0.0,39.9,17.0,,7.08581304550171,0.0,5.5,0.0,100.0,0,7,-0.62,0.25,0.0,0.1,0.36,60.2,49.9,59.6,50.0,40.0,15.2845787251876,0.0,19.9,0.06594475880728395
135,Sub-Saharan Africa,40.3,21.9,0.505,38.4,6.5,52.4696660651249,3388.55015849,6.20924103389086,5.72021007537842,1.8,315.0,7.401400089,4.85822010040283,0.0,9.5,1.8,70.3689422607422,31,44,-0.04,-0.32,-0.15,-0.15,-0.09,40.4,42.6,55.7,40.0,30.2,0.651679183707327,0.111,41.8,0.017579137865005624
136,Europe & Central Asia,38.7,29.0,0.787,54.9,0.7,121.86601294530499,17717.9058010775,4.4951212927627,3.92698001861572,50.262233041509,12.0,4.180250168,3.58231997489929,1.43445003032684,16.5,1.2,100.0,28,45,0.1,0.19,0.01,-0.19,-0.37,48.2,36.5,62.5,50.0,44.5,6.61604693907974,0.283,34.4,0.020865005345612034
137,Sub-Saharan Africa,34.0,15.3,0.419,32.9,-21.5,12.6579353353418,1694.12841362103,3.46460213996657,2.66291999816895,11.1,1120.0,2.662909985,6.98963022232056,0.0,3.0,6.0,26.2008857727051,28,38,0.03,-1.21,-0.92,-0.79,-0.59,29.6,22.0,51.8,20.0,18.4,0.115189572752666,0.629,12.4,0.006090658505226843
138,East Asia & Pacific,45.9,,0.932,81.8,2.0,554.490236495799,100686.237096513,3.66130499436235,2.9243700504303,16.6,8.0,,2.85597991943359,0.204339995980263,1.8,0.0,100.0,19,33,1.59,2.21,2.12,1.82,2.13,90.9,91.2,88.8,80.0,17.7,8.30707949147546,0.033,23.0,0.02978231311450174
139,0,23.7,28.2,0.855,67.4,3.6,169.716059936022,31214.5925736482,3.79441055314645,4.23041009902954,1.8,5.0,4.230679989,3.97256994247437,4.43058013916016,10.0,0.1,100.0,36,53,0.88,0.81,0.82,0.57,0.22,38.8,38.2,65.3,70.0,43.1,5.69841625532024,0.237,20.0,0.017058158020208936
140,Europe & Central Asia,24.4,24.6,0.896,72.6,2.9,78.7750653672742,38961.5443523867,4.4225215682918,5.29169988632202,2.1,7.0,5.294439793,4.93587017059326,0.232710003852844,8.7,0.0,100.0,39,54,0.89,1.17,0.58,1.02,0.81,57.7,52.1,64.8,50.0,47.9,6.51220937780615,0.305,36.7,0.012180757866384643
141,East Asia & Pacific,,,0.546,,3.3,833.905307629785,2761.59959455233,3.94312375062317,9.8120002746582,80.1,104.0,,10.8100004196167,4.38313007354736,31.4,0.0,73.3464813232422,28,44,0.21,-1.01,-0.8,-0.21,0.11,57.3,36.8,57.5,30.0,46.3,0.537457043456558,0.0,2.0,0.0
142,Sub-Saharan Africa,,,,,3.7,1.76085973404394,1156.51609418775,7.6788798020291,0.0,4.9,829.0,,0.0,0.0,6.6,0.0,49.7308692932129,1,6,-2.33,-2.21,-2.29,-2.31,-1.72,25.4,17.8,,,,0.0446807095514156,0.014,24.4,
143,Sub-Saharan Africa,62.5,15.9,0.699,38.5,1.3,16.9522623632203,14207.4328532031,1.48761737271568,5.48977994918823,41.7,119.0,6.04693985,5.64401006698608,11.007960319519,25.9,0.0,84.3855361938477,32,46,-0.27,0.28,0.23,-0.01,-0.01,65.9,45.4,63.0,50.0,32.6,7.5077360921292,0.024,42.0,0.0
144,Sub-Saharan Africa,46.0,,0.388,,,801.9252653737419,0.0,0.0,1.23246002197266,50.3,1150.0,1.712970018,0.0,0.0,,0.0,7.24133825302124,-2,4,-2.46,-2.48,-1.94,-1.94,-1.71,,,,,,0.153677682917001,0.006,28.5,0.02368215024907302
145,Europe & Central Asia,35.9,36.0,0.891,71.8,3.2,1883.93495879644,40696.3876815487,2.28878567617447,4.30338001251221,1.7,4.0,4.279900074,4.18157005310059,3.07590007781982,19.4,0.6,100.0,38,56,0.27,1.03,0.94,1.01,0.49,62.0,51.5,65.1,70.0,43.7,5.09135092007508,0.362,39.1,0.013707815216381567
146,South Asia,39.2,33.8,0.77,49.3,5.2,278.683152393389,13167.5552958504,3.27200047840022,1.93288004398346,33.9,36.0,1.932880044,2.13539004325867,0.539619982242584,5.0,0.0,100.0,24,31,-0.06,-0.15,-0.13,0.06,-0.45,52.0,30.7,57.8,40.0,18.9,1.09067562659476,0.498,5.8,0.01875538785843712
147,Sub-Saharan Africa,,,0.502,26.5,3.5,182.662731984259,4474.15576171875,-2.6809305497999,0.0,28.9,295.0,,0.0,32.8675994873047,13.3,0.0,55.3897018432617,4,4,-2.01,-1.41,-0.56,-1.11,-1.54,21.4,21.2,49.4,20.0,12.5,0.481626765087475,0.657,30.5,0.01016447116102729
148,Americas,,25.4,0.72,52.7,0.1,10.9470098300286,19459.7014990406,4.94827076559268,0.0,4.7,120.0,,4.92254018783569,13.8299798965454,10.0,0.0,98.2047729492188,34,44,0.14,-0.62,-0.54,-0.15,-0.17,21.4,39.9,48.1,30.0,28.1,4.55825378527259,0.613,25.5,0.0
149,Europe & Central Asia,24.9,28.0,0.933,81.9,4.1,532.665253199002,53521.6306428288,1.95002284569983,7.57372999191284,37.4,4.0,7.681250095,7.64084005355835,0.128470003604889,7.1,0.2,100.0,40,60,0.98,1.84,1.8,1.94,2.14,88.2,92.9,76.3,80.0,50.6,3.4050379189887,0.647,43.6,0.01276849815453088
150,Europe & Central Asia,29.5,34.3,0.944,83.8,0.9,601.0885711843449,71660.2068398902,2.91690509826611,4.87779998779297,0.0,5.0,5.051229954,4.86325979232788,0.0824799984693527,4.6,0.0,100.0,39,57,1.21,2.06,1.88,1.93,1.99,82.1,82.8,81.7,90.0,34.0,4.35904146198319,0.654,32.5,0.007116427999844266
151,0,,19.1,0.536,,-4.8,0.0,0.0,1.47576647550751,0.0,0.0,31.0,,0.0,0.0,14.3,0.0,89.1403198242188,-3,2,-2.63,-1.79,-1.83,-2.09,-1.56,22.1,23.1,,,,1.50613944194882,0.024,13.2,
152,0,33.6,,,,0.7,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,4.0,0.0,0.0,37,56,0.89,1.27,1.37,1.14,0.96,69.2,70.9,76.6,60.0,17.8,0.0,0.044,,0.017428233865224234
153,Europe & Central Asia,32.6,34.2,0.65,41.3,3.0,31.0821178918032,3496.89134143444,7.59927884231854,0.0,36.1,17.0,,5.55836009979248,0.0,10.8,0.0,99.779296875,1,10,-0.67,-1.12,-1.06,-1.35,-1.33,50.3,38.2,58.3,30.0,30.9,1.01061869242185,0.985,19.0,0.010092128321101877
154,Sub-Saharan Africa,37.6,22.1,0.538,36.0,7.0,141.585727399869,2652.08129882813,5.44496760087571,3.38488006591797,31.9,524.0,3.481430054,3.69643998146057,17.6490592956543,2.6,13.6,39.9000015258789,22,30,-0.58,-0.63,-0.58,-0.45,-0.48,34.7,31.8,59.9,50.0,18.5,0.214634960133583,0.353,36.4,0.010674273512766945
155,East Asia & Pacific,44.5,37.3,0.755,52.4,2.8,1256.76037519165,18533.964726539,4.22287028746071,3.72356009483337,28.4,37.0,,3.05677008628845,0.0,0.6,0.0,100.0,6,25,-0.76,0.38,0.14,0.04,-0.39,45.3,34.7,67.1,60.0,22.0,3.83609001895282,0.09,4.8,0.013184427450656419
156,East Asia & Pacific,31.9,,0.625,,4.3,3.92327921660112,3168.04888459891,-0.687542477354754,7.51549005508423,19.211223434857,142.0,,6.72747993469238,4.18653011322021,4.0,0.0,96.1233139038086,32,37,0.03,-1.0,-0.74,-1.17,-0.54,13.8,32.0,48.1,20.0,48.0,0.479460533259382,0.0,32.3,0.01141580713900774
157,Sub-Saharan Africa,46.0,13.2,0.503,34.9,5.3,16.2620611390691,2110.57967372822,4.97621309973984,4.78455018997192,7.4,396.0,4.87635994,4.04394006729126,5.30800008773804,6.8,8.5,53.9974327087402,18,29,-0.74,-1.13,-0.79,-0.71,-0.71,28.2,31.4,47.8,30.0,29.8,0.29323120707198,0.761,17.6,0.017837304047715552
158,Americas,,15.7,0.784,58.7,-1.8,37.4875111270609,27616.8941997022,-0.706435308325041,5.33194017410278,14.3,67.0,,3.30403780937195,0.0,3.9,0.0,100.0,33,48,0.29,0.26,0.03,-0.11,-0.36,49.8,33.1,57.7,50.0,39.0,12.3228548692176,0.0,31.0,0.008880160795445182
159,Middle East & North Africa,40.0,26.2,0.735,49.3,0.8,131.820505473388,11670.3279404936,2.62482839473539,6.88186979293823,8.1,43.0,,0.0,0.0,14.8,0.0,100.0,30,40,-1.05,-0.07,-0.41,0.07,-0.11,41.7,36.8,58.9,30.0,28.6,2.55756420759521,0.03,31.3,0.028289774858020342
160,0,40.2,26.4,0.791,53.3,3.8,2331.74255275564,27960.980283621,2.97988523467896,0.0,18.7,17.0,4.37116003,4.29406976699829,4.95620012283325,10.3,0.0,100.0,16,16,-1.8,0.07,0.04,-0.25,-0.19,54.5,42.0,65.4,60.0,32.6,4.75658474979861,0.329,14.6,0.020638964624738698
161,Europe & Central Asia,40.8,14.6,0.706,,6.5,86.8586567017867,15200.001550517,6.19999994137119,0.0,13.9215504694254,7.0,,0.0,0.0,8.6,0.0,100.0,0,4,-0.15,-1.21,-2.0,-1.49,-1.48,5.0,27.3,47.1,10.0,16.1,12.2633540880676,0.0,25.8,
162,Sub-Saharan Africa,39.5,19.4,0.516,30.9,5.0,90.7903140350401,2175.55372017659,6.30392378088412,1.91472005844116,6.9,0.0,2.25067997,2.13052010536194,0.0,2.3,13.7,42.0744171142578,11,26,-0.56,-0.58,-0.22,-0.3,-1.04,40.3,28.3,62.0,40.0,17.4,0.132370788404111,0.808,34.3,0.02423853969532626
163,Europe & Central Asia,25.5,26.4,0.751,52.5,-9.9,521.4794527432609,12631.6572265625,3.48836234022659,5.87493991851807,9.1,19.0,5.874939919,5.3199200630188,0.0,8.9,0.0,100.0,26,36,-1.89,-0.46,-0.32,-0.71,-0.78,29.5,29.0,51.9,30.0,42.8,3.93658353086744,0.046,12.3,0.03228346936770766
164,Middle East & North Africa,,,0.863,70.4,3.9,644.968661273374,68568.0992797355,1.18985564163665,0.0,7.6,3.0,,0.0,0.0,3.7,0.0,100.0,5,12,0.63,1.4,1.01,0.8,1.13,83.4,77.3,77.6,60.0,31.2,19.3295632814806,0.002,22.5,
165,Europe & Central Asia,32.4,31.9,0.922,74.6,2.2,3113.8798635629,47573.4880155177,1.65092549602133,5.56450986862183,8.2,7.0,5.693419933,5.16799020767212,0.663089990615845,4.8,0.0,100.0,40,54,0.26,1.41,1.71,1.68,1.84,93.8,79.0,78.0,80.0,43.0,5.22051448799294,0.274,32.0,0.0222322827028005
166,Americas,45.0,20.7,0.924,76.0,2.4,20048.202289450397,62805.2537579917,2.91885689667409,0.0,12.5,19.0,4.989480019,4.91233015060425,0.574209988117218,4.9,0.8,100.0,33,53,0.3,1.55,1.63,1.64,1.38,76.9,71.9,75.7,80.0,38.1,14.6734106066885,0.14,19.4,0.03483215755787389
167,Americas,41.6,36.1,0.804,64.2,1.5,79.4546827795513,23585.394039402,0.477907183899063,4.58498001098633,5.4,17.0,,4.66279983520508,0.152820006012917,8.2,0.1,100.0,40,58,1.06,0.42,0.66,0.59,1.29,67.0,71.6,69.2,30.0,32.4,1.87478454308499,0.891,20.2,0.022563065379903168
168,Europe & Central Asia,36.8,29.1,0.71,43.1,8.0,233.425600850829,7252.13735491313,5.35499688821734,5.71323013305664,12.9,29.0,,5.90000009536743,0.726530015468597,8.9,0.0,100.0,1,6,-0.28,-0.56,-1.26,-1.11,-1.16,35.3,24.2,51.5,10.0,33.9,3.47554445038462,0.215,16.0,
169,Americas,39.0,33.6,0.761,43.1,-5.7,0.0,0.0,0.0,0.0,0.0,125.0,,0.0,0.0,6.9,0.0,100.0,8,18,-1.18,-1.4,-1.96,-2.26,-1.36,13.8,7.5,25.2,10.0,37.7,3.93956620857458,0.649,22.2,0.0
170,East Asia & Pacific,34.8,40.3,0.694,50.8,6.7,912.339700269116,9776.81949992139,7.20000000000043,0.0,21.1,43.0,,4.16744995117188,0.0,2.2,0.2,100.0,3,17,0.31,0.0,-0.4,0.07,-0.58,36.3,30.4,53.1,40.0,29.4,3.4883126360288,0.379,26.7,
171,Middle East & North Africa,37.9,22.8,0.452,23.9,-28.1,0.0,0.0,0.752447587579127,0.0,25.8,164.0,,0.0,0.0,17.1,0.0,73.757926940918,1,12,-2.96,-1.92,-1.45,-1.75,-1.59,16.6,21.2,,,25.2,0.380633360910495,0.0,0.0,
172,Sub-Saharan Africa,57.5,25.2,0.588,33.2,3.6,61.1048586500311,3605.6760951307,4.03449389667165,5.19999980926514,37.9,213.0,,4.73974990844727,0.0,7.5,0.0,44.5244750976563,22,33,0.11,-0.62,-0.47,-0.33,-0.54,40.6,36.3,54.3,50.0,25.7,0.38071705091289,0.971,18.0,0.013047652718225791
173,Sub-Saharan Africa,43.2,22.1,0.535,29.7,1.5,36.0556861727406,2556.7934843227,4.82421053956361,6.13835000991821,0.0,458.0,7.53068018,3.86611008644104,15.3025102615356,5.1,13.5,52.7476692199707,10,20,-0.77,-1.19,-1.56,-1.38,-1.27,33.0,18.9,44.0,10.0,30.6,0.802978519634142,0.54,32.6,0.00013530070686090044
